NegotiationID;Day;Month;Year;Hours;Minutes;SenderID;SenderBestCase;SenderWorstCase;ReceiverID ;ReceiverBestCase 1;ReceiverWorstCase 1;JointUtility (Best);JointUtility (Worst);ContractImbalance (Best);ContractImbalance (Worst);Value 1= - ;Value 1=h;Value 1=g;Value 1=i;Value 1=j;Utility_Issue1;Value 2= - ;Value 2=z;Value 2=y;Value 2=x;Utility_Issue2;Value 3= - ;Value 3=n;Value 3=m;Value 3=l;Value 3=k;Utility_Issue3;Value 4= - ;Value 4=r;Value 4=s;Value 4=q;Value 4=p;Value 4=t;Utility_Issue4;Value 5= - ;Value 5=b;Value 5=a;Value 5=c;Utility_Issue5;MessageType
1073;7;12;2017;19;24;1075;0.4348;0.4348;1076;0.603;0.603;1.0378;1.0378;0.1682;0.1682;0;1;0;0;0;0.0588;0;0;1;0;0;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;0;0;1;0.036;4
1099;4;12;2017;15;3;1101;1;0.64;1102;0.4444;0.0844;1.4444;0.7244;0.5556;0.5556;0;0;1;0;0;0.28;1;0;0;0;0;0;0;0;0;1;0.18;1;0;0;0;0;0;0;0;1;0;0;0.18;0
1099;4;12;2017;16;8;1102;0.8686;0.5086;1101;0.507;0.147;1.3756;0.6556;0.3616;0.3616;0;1;0;0;0;0.3;1;0;0;0;0;0;0;0;1;0;0.16;1;0;0;0;0;0;0;0;0;0;1;0.0486;1
1099;5;12;2017;1;21;1101;0.8686;0.5086;1102;0.507;0.147;1.3756;0.6556;0.3616;0.3616;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1099;5;12;2017;12;38;1102;0.8686;0.5086;1101;0.507;0.147;1.3756;0.6556;0.3616;0.3616;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1099;5;12;2017;20;3;1101;0.8686;0.5086;1102;0.507;0.147;1.3756;0.6556;0.3616;0.3616;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1099;5;12;2017;23;21;1102;0.8686;0.5086;1101;0.507;0.147;1.3756;0.6556;0.3616;0.3616;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1099;6;12;2017;1;17;1101;0.8686;0.5086;1102;0.507;0.147;1.3756;0.6556;0.3616;0.3616;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1099;6;12;2017;9;28;1102;0.6886;0.3286;1101;0.5602;0.2002;1.2488;0.5288;0.1284;0.1284;0;0;0;1;0;0.12;1;0;0;0;0;0;0;0;1;0;0.16;1;0;0;0;0;0;0;0;0;0;1;0.0486;1
1099;6;12;2017;19;2;1101;0.832;0.832;1102;0.1744;0.1744;1.0064;1.0064;0.6576;0.6576;0;0;0;1;0;0.112;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;1;0;0;0.18;1
1099;7;12;2017;5;2;1102;0.5146;0.5146;1101;0.3426;0.3426;0.8572;0.8572;0.172;0.172;0;0;0;1;0;0.12;0;1;0;0;0.026;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;0;1;0.0486;1
1099;7;12;2017;20;34;1101;0.6896;0.6896;1102;0.2564;0.2564;0.946;0.946;0.4332;0.4332;0;0;0;1;0;0.112;0;1;0;0;0.128;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;0;1;0;0;0.18;1
1099;7;12;2017;23;29;1102;0.5104;0.5104;1101;0.4864;0.4864;0.9968;0.9968;0.024;0.024;0;0;0;1;0;0.12;0;0;1;0;0.2;0;0;0;0;1;0.0304;0;0;1;0;0;0;0.16;0;1;0;0;0;1
1099;8;12;2017;12;37;1101;0.6748;0.6748;1102;0.4012;0.4012;1.076;1.076;0.2736;0.2736;0;1;0;0;0;0.0588;0;1;0;0;0.128;0;0;0;0;1;0.18;0;1;0;0;0;0;0.128;0;1;0;0;0.18;1
1099;8;12;2017;15;4;1102;0.4012;0.4012;1101;0.6748;0.6748;1.076;1.076;0.2736;0.2736;0;1;0;0;0;0.3;0;1;0;0;0.026;0;0;0;0;1;0.0304;0;1;0;0;0;0;0.0448;0;1;0;0;0;5
1125;4;12;2017;17;3;1127;1;0.44;1128;0.618;0.078;1.618;0.518;0.382;0.362;0;0;1;0;0;0.28;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0.16;1;0;0;0;0;0
1125;4;12;2017;21;58;1128;1;0.46;1127;0.6332;0.0732;1.6332;0.5332;0.3668;0.3868;0;1;0;0;0;0.3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0.16;1;0;0;0;0;1
1125;6;12;2017;12;31;1127;0.7616;0.2016;1128;0.74;0.2;1.5016;0.4016;0.0216;0.0016;0;0;0;1;0;0.112;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.0896;1;0;0;0;0;1
1125;6;12;2017;19;7;1128;0.82;0.48;1127;0.4864;0.1264;1.3064;0.6064;0.3336;0.3536;0;0;0;1;0;0.12;0;0;1;0;0.2;1;0;0;0;0;0;0;0;1;0;0;0;0.16;1;0;0;0;0;1
1125;7;12;2017;18;39;1127;0.5618;0.5618;1128;0.386;0.386;0.9478;0.9478;0.1758;0.1758;0;0;0;1;0;0.112;0;1;0;0;0.128;0;0;0;1;0;0.0522;0;0;0;0;1;0;0.0896;0;1;0;0;0.18;1
1125;7;12;2017;21;12;1128;0.6086;0.6086;1127;0.2898;0.2898;0.8984;0.8984;0.3188;0.3188;0;0;0;1;0;0.12;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;0;0;1;0.0486;1
1125;7;12;2017;21;48;1127;0.4898;0.4898;1128;0.4086;0.4086;0.8984;0.8984;0.0812;0.0812;0;0;0;1;0;0.112;0;0;0;1;0.2;0;0;0;1;0;0.0522;0;0;0;0;1;0;0.0896;0;0;0;1;0.036;1
1125;8;12;2017;10;1;1128;0.6086;0.6086;1127;0.2898;0.2898;0.8984;0.8984;0.3188;0.3188;0;0;0;1;0;0.12;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;0;0;1;0.0486;1
1125;8;12;2017;14;31;1127;0.4176;0.4176;1128;0.479;0.479;0.8966;0.8966;0.0614;0.0614;0;0;0;1;0;0.112;0;0;1;0;0;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;0;0;0;1;0.036;1
1125;8;12;2017;14;55;1128;0.479;0.479;1127;0.4176;0.4176;0.8966;0.8966;0.0614;0.0614;0;0;0;1;0;0.12;0;0;1;0;0.2;0;0;0;0;1;0.0304;0;0;0;0;1;0;0.08;0;0;0;1;0.0486;4
1151;4;12;2017;11;36;1153;1;1;1154;0.1084;0.1084;1.1084;1.1084;0.8916;0.8916;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;1;0;0;0.18;0
1151;4;12;2017;12;54;1154;1;0.46;1153;0.6332;0.0732;1.6332;0.5332;0.3668;0.3868;0;1;0;0;0;0.3;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0.16;1;0;0;0;0;1
1151;4;12;2017;22;6;1153;0.9296;0.3696;1154;0.674;0.134;1.6036;0.5036;0.2556;0.2356;0;0;1;0;0;0.28;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.0896;1;0;0;0;0;1
1151;5;12;2017;7;58;1154;0.92;0.38;1153;0.7084;0.1484;1.6284;0.5284;0.2116;0.2316;0;1;0;0;0;0.3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0.08;1;0;0;0;0;1
1151;7;12;2017;2;3;1153;0.7084;0.5284;1154;0.5904;0.4104;1.2988;0.9388;0.118;0.118;0;1;0;0;0;0.0588;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;1;0;0;0;0;1
1151;7;12;2017;9;25;1154;0.5904;0.5904;1153;0.5284;0.5284;1.1188;1.1188;0.062;0.062;0;1;0;0;0;0.3;0;0;0;1;0;0;0;0;0;1;0.0304;0;0;0;0;1;0;0.08;0;0;1;0;0.18;1
1151;7;12;2017;23;4;1153;0.6748;0.6748;1154;0.4012;0.4012;1.076;1.076;0.2736;0.2736;0;1;0;0;0;0.0588;0;1;0;0;0.128;0;0;0;0;1;0.18;0;1;0;0;0;0;0.128;0;1;0;0;0.18;1
1151;8;12;2017;9;6;1154;0.6704;0.5104;1153;0.5988;0.4388;1.2692;0.9492;0.0716;0.0716;0;1;0;0;0;0.3;0;0;0;1;0;0;0;0;0;1;0.0304;1;0;0;0;0;0;0;0;0;1;0;0.18;1
1151;8;12;2017;13;16;1153;0.5988;0.5988;1154;0.5344;0.5344;1.1332;1.1332;0.0644;0.0644;0;1;0;0;0;0.0588;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;0;1;0;0;1
1151;8;12;2017;13;36;1154;0.5344;0.5344;1153;0.5988;0.5988;1.1332;1.1332;0.0644;0.0644;0;1;0;0;0;0.3;0;0;0;1;0;0;0;0;0;1;0.0304;0;0;0;1;0;0;0.024;0;0;1;0;0.18;4
1177;4;12;2017;17;21;1179;1;1;1180;0.1084;0.1084;1.1084;1.1084;0.8916;0.8916;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;1;0;0;0.18;0
1177;6;12;2017;9;25;1180;0.8976;0.8976;1179;0.0732;0.0732;0.9708;0.9708;0.8244;0.8244;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;1;0;0;0.0576;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1177;6;12;2017;16;42;1179;1;1;1180;0.1084;0.1084;1.1084;1.1084;0.8916;0.8916;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;1;0;0;0.18;1
1177;7;12;2017;11;53;1180;0.646;0.646;1179;0.4334;0.4334;1.0794;1.0794;0.2126;0.2126;0;1;0;0;0;0.3;0;1;0;0;0.026;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;1;0;0;0;1
1177;7;12;2017;16;2;1179;0.9296;0.9296;1180;0.1644;0.1644;1.094;1.094;0.7652;0.7652;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;0;1;0;0;0.18;1
1177;8;12;2017;10;7;1180;0.1644;0.1644;1179;0.9296;0.9296;1.094;1.094;0.7652;0.7652;0;0;1;0;0;0.054;0;0;0;1;0;0;0;0;0;1;0.0304;0;0;0;0;1;0;0.08;0;1;0;0;0;5
1203;4;12;2017;18;41;1205;0.5798;0.5798;1206;0.226;0.226;0.8058;0.8058;0.3538;0.3538;0;0;0;1;0;0.112;0;1;0;0;0.128;0;1;0;0;0;0.0702;0;0;0;0;1;0;0.0896;0;1;0;0;0.18;0
1203;5;12;2017;9;36;1206;1;1;1205;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1203;8;12;2017;15;40;1205;0.6038;0.6038;1206;0.2086;0.2086;0.8124;0.8124;0.3952;0.3952;0;0;1;0;0;0.28;0;1;0;0;0.128;0;1;0;0;0;0.0702;0;0;0;0;1;0;0.0896;0;0;0;1;0.036;1
1229;4;12;2017;13;10;1231;1;0.18;1232;0.82;0;1.82;0.18;0.18;0.18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0.18;0
1229;4;12;2017;18;28;1232;1;0.18;1231;0.82;0;1.82;0.18;0.18;0.18;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0.18;1
1229;4;12;2017;19;32;1231;1;0;1232;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1
1229;5;12;2017;9;45;1232;1;0;1231;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1229;5;12;2017;11;35;1231;1;0;1232;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1229;5;12;2017;12;11;1232;1;0;1231;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1229;5;12;2017;17;45;1231;1;0;1232;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1229;5;12;2017;19;2;1232;1;0;1231;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1229;6;12;2017;9;51;1231;1;0;1232;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1229;7;12;2017;10;17;1232;1;0;1231;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1229;7;12;2017;11;5;1231;1;0;1232;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1229;7;12;2017;11;25;1232;1;0;1231;1;0;2;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1229;7;12;2017;12;6;1231;0.6018;0.6018;1232;0.494;0.494;1.0958;1.0958;0.1078;0.1078;0;0;1;0;0;0.28;0;0;1;0;0;0;0;0;1;0;0.0522;0;0;0;0;1;0;0.0896;0;1;0;0;0.18;1
1229;7;12;2017;12;53;1232;0.494;0.494;1231;0.6018;0.6018;1.0958;1.0958;0.1078;0.1078;0;0;1;0;0;0.054;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;1;0;0;0;4
1255;4;12;2017;15;15;1257;1;1;1258;0.1084;0.1084;1.1084;1.1084;0.8916;0.8916;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;1;0;0;0.18;0
1255;4;12;2017;21;0;1258;1;1;1257;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1255;6;12;2017;9;59;1257;0.7862;0.7862;1258;0.1248;0.1248;0.911;0.911;0.6614;0.6614;0;0;1;0;0;0.28;0;1;0;0;0.128;0;1;0;0;0;0.0702;0;1;0;0;0;0;0.128;0;1;0;0;0.18;1
1255;6;12;2017;13;2;1258;0.8176;0.8176;1257;0.1484;0.1484;0.966;0.966;0.6692;0.6692;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;1;0;0;0.0576;0;0;0;0;1;0;0.08;0;0;1;0;0.18;1
1255;6;12;2017;14;31;1257;0.5798;0.5798;1258;0.226;0.226;0.8058;0.8058;0.3538;0.3538;0;0;0;1;0;0.112;0;1;0;0;0.128;0;1;0;0;0;0.0702;0;0;0;0;1;0;0.0896;0;1;0;0;0.18;1
1255;6;12;2017;21;36;1258;0.5164;0.5164;1257;0.4344;0.4344;0.9508;0.9508;0.082;0.082;0;0;0;1;0;0.12;0;1;0;0;0.026;0;0;0;0;1;0.0304;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1255;7;12;2017;19;24;1257;0.5096;0.5096;1258;0.4364;0.4364;0.946;0.946;0.0732;0.0732;0;0;0;1;0;0.112;0;1;0;0;0.128;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;0;0;1;0;0;1
1255;7;12;2017;23;22;1258;0.5164;0.5164;1257;0.4344;0.4344;0.9508;0.9508;0.082;0.082;0;0;0;1;0;0.12;0;1;0;0;0.026;0;0;0;0;1;0.0304;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1255;8;12;2017;10;45;1257;0.4344;0.4344;1258;0.5164;0.5164;0.9508;0.9508;0.082;0.082;0;0;0;1;0;0.112;0;1;0;0;0.128;0;0;0;0;1;0.18;0;0;1;0;0;0;0.0144;0;0;1;0;0;4
1281;4;12;2017;15;52;1283;1;1;1284;0.1084;0.1084;1.1084;1.1084;0.8916;0.8916;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;1;0;0;0.18;0
1281;4;12;2017;17;30;1284;1;1;1283;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1281;4;12;2017;22;57;1283;0.8402;0.8402;1284;0.2588;0.2588;1.099;1.099;0.5814;0.5814;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;1;0;0.0522;0;1;0;0;0;0;0.128;0;1;0;0;0.18;1
1281;5;12;2017;20;41;1284;0.8686;0.8686;1283;0.1614;0.1614;1.03;1.03;0.7072;0.7072;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;0;1;0.0486;1
1281;7;12;2017;19;42;1283;0.8722;0.5322;1284;0.554;0.214;1.4262;0.7462;0.3182;0.3182;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;1;0;0.0522;1;0;0;0;0;0;0;1;0;0;0;0;1
1281;8;12;2017;6;31;1284;0.6146;0.6146;1283;0.3646;0.3646;0.9792;0.9792;0.25;0.25;0;1;0;0;0;0.3;0;1;0;0;0.026;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;0;0;1;0.0486;1
1281;8;12;2017;9;10;1283;0.6146;0.6146;1284;0.3646;0.3646;0.9792;0.9792;0.25;0.25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1281;8;12;2017;9;48;1284;0.6146;0.6146;1283;0.3646;0.3646;0.9792;0.9792;0.25;0.25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1281;8;12;2017;12;8;1283;0.7788;0.5988;1284;0.5344;0.3544;1.3132;0.9532;0.2444;0.2444;0;1;0;0;0;0.0588;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;1;0;0;0;0;1
1281;8;12;2017;13;26;1284;0.6704;0.6704;1283;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;0;1;0;0;0;0.3;0;0;0;1;0;0;0;0;0;1;0.0304;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1281;8;12;2017;14;2;1283;0.6704;0.6704;1284;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1281;8;12;2017;14;16;1284;0.6704;0.6704;1283;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1281;8;12;2017;14;22;1283;0.6704;0.6704;1284;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1281;8;12;2017;14;38;1284;0.6704;0.6704;1283;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1281;8;12;2017;15;13;1283;0.6704;0.6704;1284;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1281;8;12;2017;15;28;1284;0.6704;0.6704;1283;0.4532;0.4532;1.1236;1.1236;0.2172;0.2172;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1281;8;12;2017;15;34;1283;0.5988;0.5988;1284;0.5344;0.5344;1.1332;1.1332;0.0644;0.0644;0;1;0;0;0;0.0588;0;0;0;1;0.2;0;0;0;0;1;0.18;0;0;0;1;0;0;0.16;0;0;1;0;0;1
1281;8;12;2017;15;43;1284;0.5344;0.5344;1283;0.5988;0.5988;1.1332;1.1332;0.0644;0.0644;0;1;0;0;0;0.3;0;0;0;1;0;0;0;0;0;1;0.0304;0;0;0;1;0;0;0.024;0;0;1;0;0.18;4
1307;4;12;2017;15;20;1309;0.896;0.896;1310;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;0;0;1;0;0;0.28;0;1;0;0;0.128;0;0;0;0;1;0.18;0;1;0;0;0;0;0.128;0;1;0;0;0.18;0
1307;4;12;2017;21;56;1310;0.896;0.896;1309;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1307;4;12;2017;23;38;1309;0.896;0.896;1310;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1307;5;12;2017;0;31;1310;0.896;0.896;1309;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1307;5;12;2017;21;34;1309;0.896;0.896;1310;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1307;5;12;2017;22;3;1310;0.896;0.896;1309;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1307;6;12;2017;0;26;1309;0.896;0.896;1310;0.1552;0.1552;1.0512;1.0512;0.7408;0.7408;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1307;6;12;2017;12;6;1310;1;1;1309;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1307;6;12;2017;18;46;1309;1;1;1310;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1307;6;12;2017;19;27;1310;1;1;1309;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1307;6;12;2017;20;13;1309;1;1;1310;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1307;6;12;2017;20;46;1310;1;1;1309;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1307;6;12;2017;22;8;1309;0.1254;0.1254;1310;1;1;1.1254;1.1254;0.8746;0.8746;0;1;0;0;0;0.0588;0;0;1;0;0;0;0;0;1;0;0.0522;0;0;1;0;0;0;0.0144;0;0;1;0;0;1
1307;7;12;2017;8;18;1310;0.6146;0.6146;1309;0.3646;0.3646;0.9792;0.9792;0.25;0.25;0;1;0;0;0;0.3;0;1;0;0;0.026;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;0;0;1;0.0486;1
1307;7;12;2017;13;10;1309;0.6146;0.6146;1310;0.3646;0.3646;0.9792;0.9792;0.25;0.25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;2
1307;7;12;2017;19;21;1310;0.6146;0.6146;1309;0.3646;0.3646;0.9792;0.9792;0.25;0.25;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;3
1307;7;12;2017;21;25;1309;0.3646;0.3646;1310;0.6146;0.6146;0.9792;0.9792;0.25;0.25;0;1;0;0;0;0.0588;0;1;0;0;0.128;0;0;0;1;0;0.0522;0;0;0;0;1;0;0.0896;0;0;0;1;0.036;5
1333;4;12;2017;11;0;1335;0.968;0.968;1336;0.1292;0.1292;1.0972;1.0972;0.8388;0.8388;0;0;1;0;0;0.28;0;0;0;1;0.2;0;0;0;0;1;0.18;0;1;0;0;0;0;0.128;0;1;0;0;0.18;0
1333;4;12;2017;15;1;1336;1;1;1335;0.1254;0.1254;1.1254;1.1254;0.8746;0.8746;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;1;0;0.16;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1333;4;12;2017;16;13;1335;0.8902;0.8902;1336;0.078;0.078;0.9682;0.9682;0.8122;0.8122;0;0;1;0;0;0.28;0;0;0;1;0.2;0;1;0;0;0;0.0702;0;0;0;1;0;0;0.16;0;1;0;0;0.18;1
1333;4;12;2017;17;39;1336;0.8704;0.8704;1335;0.2532;0.2532;1.1236;1.1236;0.6172;0.6172;0;1;0;0;0;0.3;0;0;1;0;0.2;0;0;0;0;1;0.0304;0;0;1;0;0;0;0.16;0;0;1;0;0.18;1
1333;5;12;2017;22;17;1335;0.7136;0.7136;1336;0.239;0.239;0.9526;0.9526;0.4746;0.4746;0;0;1;0;0;0.28;0;1;0;0;0.128;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;0;0;0;1;0.036;1
1333;6;12;2017;16;27;1336;0.6104;0.6104;1335;0.3816;0.3816;0.992;0.992;0.2288;0.2288;0;0;0;1;0;0.12;0;0;1;0;0.2;0;0;0;0;1;0.0304;0;0;0;0;1;0;0.08;0;0;1;0;0.18;1
1333;7;12;2017;10;52;1335;0.5096;0.5096;1336;0.4364;0.4364;0.946;0.946;0.0732;0.0732;0;0;0;1;0;0.112;0;1;0;0;0.128;0;0;0;0;1;0.18;0;0;0;0;1;0;0.0896;0;0;1;0;0;1
1333;7;12;2017;15;30;1336;0.566;0.566;1335;0.3818;0.3818;0.9478;0.9478;0.1842;0.1842;0;0;0;1;0;0.12;0;1;0;0;0.026;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;0;1;0;0.18;1
1333;7;12;2017;16;16;1335;0.4718;0.4718;1336;0.38;0.38;0.8518;0.8518;0.0918;0.0918;0;0;0;1;0;0.112;0;0;0;1;0.2;0;1;0;0;0;0.0702;0;0;0;0;1;0;0.0896;0;0;1;0;0;1
1333;7;12;2017;22;32;1336;0.54;0.54;1335;0.4538;0.4538;0.9938;0.9938;0.0862;0.0862;0;0;0;1;0;0.12;0;0;0;1;0;0;0;0;1;0;0.16;0;0;0;0;1;0;0.08;0;0;1;0;0.18;1
