NegotiationID;SenderID;SenderBestCase;SenderWorstCase;ReceiverIDs;ReceiversBestCase;ReceiversWorstCase;Day;Month;Year;Hours;Minutes;Joint Utility (Best);Joint Utility (Worst;Contract Imbalance (Best;Contract Imbalance (Worst;Value 5=null;Value 5=a;Value 5=b;Value 5=c;Utility_Issue5;Value 4=q;Value 4=s;Value 4=r;Value 4=p;Value 4=null;Value 4=t;Utility_Issue4;Value 2=x;Value 2=y;Value 2=z;Value 2=null;Utility_Issue2;Value 3=k;Value 3=l;Value 3=null;Value 3=n;Value 3=m;Utility_Issue3;Value 1=null;Value 1=h;Value 1=g;Value 1=i;Value 1=j;Utility_Issue1;MessageType
162;325;0.71;0.71;326;0.38;0.38;8;12;2016;18;40;1.09;1.09;0.33;0.33;0;0;1;0;0.18;1;0;0;0;0;0;0.16;0;0;1;0;0.128;1;0;0;0;0;0.18;0;1;0;0;0;0.0588;1
162;326;0.4;0.4;325;0.67;0.67;9;12;2016;2;13;1.07;1.07;-0.27;-0.27;0;0;1;0;0;0;0;1;0;0;0;0.0448;0;0;1;0;0.026;1;0;0;0;0;0.0304;0;1;0;0;0;0.3;1
162;325;0.67;0.67;326;0.4;0.4;9;12;2016;11;9;1.07;1.07;0.27;0.27;0;0;1;0;0.18;0;0;1;0;0;0;0.128;0;0;1;0;0.128;1;0;0;0;0;0.18;0;1;0;0;0;0.0588;4
163;327;0.89;0.89;328;0.08;0.08;5;12;2016;14;20;0.97;0.97;0.81;0.81;0;0;1;0;0.18;1;0;0;0;0;0;0.16;1;0;0;0;0.2;0;0;0;1;0;0.0702;0;0;1;0;0;0.28;0
163;328;1;1;327;0.13;0.13;5;12;2016;16;46;1.13;1.13;0.87;0.87;0;1;0;0;0.18;0;1;0;0;0;0;0.16;0;1;0;0;0.2;0;1;0;0;0;0.16;0;1;0;0;0;0.3;1
163;327;0.8;0.8;328;0.2;0.2;6;12;2016;11;28;1;1;0.6;0.6;0;0;1;0;0.18;0;0;1;0;0;0;0.128;1;0;0;0;0.2;1;0;0;0;0;0.18;0;0;0;1;0;0.112;1
163;328;0.79;0.79;327;0.33;0.33;6;12;2016;14;19;1.12;1.12;0.46;0.46;0;1;0;0;0.18;0;0;0;1;0;0;0.08;0;1;0;0;0.2;1;0;0;0;0;0.0304;0;1;0;0;0;0.3;1
163;327;0.75;0.75;328;0.2;0.2;7;12;2016;12;6;0.95;0.95;0.55;0.55;0;0;0;1;0.036;0;0;1;0;0;0;0.128;0;0;1;0;0.128;1;0;0;0;0;0.18;0;0;1;0;0;0.28;1
163;328;0.66;0.66;327;0.36;0.36;8;12;2016;7;35;1.02;1.02;0.3;0.3;0;0;0;1;0.0486;0;0;0;1;0;0;0.08;0;1;0;0;0.2;1;0;0;0;0;0.0304;0;1;0;0;0;0.3;1
163;327;0.68;0.68;328;0.37;0.37;8;12;2016;14;38;1.05;1.05;0.31;0.31;0;1;0;0;0;0;0;0;1;0;0;0.0896;0;0;1;0;0.128;1;0;0;0;0;0.18;0;0;1;0;0;0.28;1
163;328;0.6;0.6;327;0.43;0.43;8;12;2016;19;38;1.03;1.03;0.17;0.17;0;0;0;1;0.0486;1;0;0;0;0;0;0.024;0;1;0;0;0.2;1;0;0;0;0;0.0304;0;1;0;0;0;0.3;1
163;327;0.55;0.55;328;0.54;0.54;9;12;2016;10;18;1.09;1.09;0.01;0.01;0;1;0;0;0;0;0;0;1;0;0;0.0896;0;1;0;0;0;1;0;0;0;0;0.18;0;0;1;0;0;0.28;1
163;328;0.54;0.54;327;0.55;0.55;9;12;2016;21;14;1.09;1.09;-0.01;-0.01;0;1;0;0;0.18;0;0;0;1;0;0;0.08;0;1;0;0;0.2;1;0;0;0;0;0.0304;0;0;1;0;0;0.054;1
163;327;0.55;0.55;328;0.54;0.54;10;12;2016;10;1;1.09;1.09;0.01;0.01;0;1;0;0;0;0;0;0;1;0;0;0.0896;0;1;0;0;0;1;0;0;0;0;0.18;0;0;1;0;0;0.28;4
164;329;1;0;330;1;0;6;12;2016;14;2;2;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
164;330;0.92;0.92;329;0.2;0.2;7;12;2016;12;22;1.12;1.12;0.72;0.72;0;1;0;0;0.18;0;0;0;1;0;0;0.08;0;1;0;0;0.2;0;1;0;0;0;0.16;0;1;0;0;0;0.3;1
164;329;0.16;0.16;330;0.46;0.46;8;12;2016;2;38;0.62;0.62;-0.3;-0.3;0;1;0;0;0;0;0;0;1;0;0;0.0896;0;1;0;0;0;0;0;0;1;0;0.0702;0;0;0;0;1;0;1
164;330;0.82;0.82;329;0.15;0.15;8;12;2016;11;31;0.97;0.97;0.67;0.67;0;1;0;0;0.18;0;0;0;1;0;0;0.08;0;1;0;0;0.2;0;0;0;0;1;0.0576;0;1;0;0;0;0.3;1
164;329;0.18;0.18;330;0.69;0.69;8;12;2016;18;50;0.87;0.87;-0.51;-0.51;0;0;0;1;0.036;0;0;0;1;0;0;0.0896;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0.0588;1
164;330;0.73;0.73;329;0.31;0.31;9;12;2016;10;32;1.04;1.04;0.42;0.42;0;0;0;1;0.0486;1;0;0;0;0;0;0.024;0;1;0;0;0.2;0;1;0;0;0;0.16;0;1;0;0;0;0.3;1
164;329;0.49;0.49;330;0.42;0.42;9;12;2016;11;27;0.91;0.91;0.07;0.07;0;0;0;1;0.036;1;0;0;0;0;0;0.16;0;1;0;0;0;1;0;0;0;0;0.18;0;0;0;1;0;0.112;1
164;330;0.73;0.73;329;0.31;0.31;9;12;2016;16;46;1.04;1.04;0.42;0.42;0;0;0;1;0.0486;1;0;0;0;0;0;0.024;0;1;0;0;0.2;0;1;0;0;0;0.16;0;1;0;0;0;0.3;1
164;329;0.51;0.51;330;0.53;0.53;9;12;2016;21;34;1.04;1.04;-0.02;-0.02;0;0;0;1;0.036;1;0;0;0;0;0;0.16;1;0;0;0;0.2;0;1;0;0;0;0.0522;0;1;0;0;0;0.0588;1
164;330;0.67;0.67;329;0.36;0.36;10;12;2016;9;20;1.03;1.03;0.31;0.31;0;0;0;1;0.0486;0;1;0;0;0;0;0.16;1;0;0;0;0;0;1;0;0;0;0.16;0;1;0;0;0;0.3;1
164;329;0.48;0.48;330;0.55;0.55;10;12;2016;9;35;1.03;1.03;-0.07;-0.07;0;0;0;1;0.036;0;0;1;0;0;0;0.128;1;0;0;0;0.2;0;1;0;0;0;0.0522;0;1;0;0;0;0.0588;1
164;330;0.67;0.67;329;0.36;0.36;10;12;2016;10;24;1.03;1.03;0.31;0.31;0;0;0;1;0.0486;0;1;0;0;0;0;0.16;1;0;0;0;0;0;1;0;0;0;0.16;0;1;0;0;0;0.3;1
164;329;0.51;0.51;330;0.62;0.62;10;12;2016;10;53;1.13;1.13;-0.11;-0.11;0;0;1;0;0.18;0;1;0;0;0;0;0.0144;1;0;0;0;0.2;0;1;0;0;0;0.0522;0;1;0;0;0;0.0588;1
164;330;0.62;0.62;329;0.51;0.51;10;12;2016;10;55;1.13;1.13;0.11;0.11;0;0;1;0;0;0;1;0;0;0;0;0.16;1;0;0;0;0;0;1;0;0;0;0.16;0;1;0;0;0;0.3;4
165;331;0.75;0.75;332;0.13;0.13;7;12;2016;9;31;0.88;0.88;0.62;0.62;0;0;0;1;0.036;1;0;0;0;0;0;0.16;1;0;0;0;0.2;0;0;0;1;0;0.0702;0;0;1;0;0;0.28;0
165;332;0.75;0.75;331;0.35;0.35;7;12;2016;11;22;1.1;1.1;0.4;0.4;0;1;0;0;0.18;0;1;0;0;0;0;0.16;0;1;0;0;0.2;0;1;0;0;0;0.16;0;0;1;0;0;0.054;1
165;331;0.8;0.8;332;0.31;0.31;7;12;2016;13;1;1.11;1.11;0.49;0.49;0;0;1;0;0.18;1;0;0;0;0;0;0.16;0;1;0;0;0;1;0;0;0;0;0.18;0;0;1;0;0;0.28;1
165;332;0.65;0.65;331;0.29;0.29;7;12;2016;14;16;0.94;0.94;0.36;0.36;0;1;0;0;0.18;0;1;0;0;0;0;0.16;0;1;0;0;0.2;0;0;0;0;1;0.0576;0;0;1;0;0;0.054;1
165;331;0.77;0.77;332;0.33;0.33;7;12;2016;15;38;1.1;1.1;0.44;0.44;0;0;1;0;0.18;0;0;1;0;0;0;0.128;0;1;0;0;0;1;0;0;0;0;0.18;0;0;1;0;0;0.28;1
165;332;0.54;0.54;331;0.55;0.55;7;12;2016;16;10;1.09;1.09;-0.01;-0.01;0;1;0;0;0.18;0;0;0;1;0;0;0.08;0;1;0;0;0.2;1;0;0;0;0;0.0304;0;0;1;0;0;0.054;1
165;331;0.55;0.55;332;0.58;0.58;9;12;2016;11;14;1.13;1.13;-0.03;-0.03;0;0;1;0;0.18;0;0;1;0;0;0;0.128;0;1;0;0;0;1;0;0;0;0;0.18;0;1;0;0;0;0.0588;1
165;332;0.58;0.58;331;0.55;0.55;9;12;2016;15;28;1.13;1.13;0.03;0.03;0;0;1;0;0;0;0;1;0;0;0;0.0448;0;1;0;0;0.2;1;0;0;0;0;0.0304;0;1;0;0;0;0.3;4
224;449;0.86;0.04;450;0.87;0.05;9;12;2016;15;6;1.73;0.09;-0.01;-0.01;0;0;0;1;0.036;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0
